,returns,sigma_short,sigma_long,trans_raw,trans_sm,hurst_raw,hurst,ent_raw,ent_sm,vol_imbalance,es,res_raw,res_sm,alpha_eff,beta_eff,D,sigma_C,sigma_R
2007-02-14,-0.00013497224737914567,0.009140675528191018,1e-08,914066.5528191017,2.397794005320028,0.5,0.5,0.9658467981453994,0.8989403371000314,0.1765429874215241,0.0,0.0,0.0,1.0,1.0,4.327901787045283,0.03989252623889684,0.03989253623889684
2007-02-15,-0.010577109289559157,0.008668628613638298,1e-08,866861.8613638297,2.3978277611461425,0.5,0.5,0.7954944121277262,0.8890883442455262,0.021039483026929817,0.0,0.0,0.0,1.0,1.0,4.287470640478633,0.04072340616709614,0.04072341616709614
2007-02-16,0.00822544912103202,0.00911763320506211,1e-08,911762.3205062109,2.3978502650302187,0.5,0.5,0.7079920878674328,0.8718410817333269,-0.14577044248039459,0.0,0.0,0.0,1.0,1.0,4.291008026677718,0.0406489562139616,0.0406489662139616
2007-02-19,-0.012208436499710207,0.00979502959831112,1e-08,979501.959831112,2.397865267619603,0.5,0.5,0.6359235241918422,0.8493727429198521,-0.12944193258781866,0.0,0.0,0.0,1.0,1.0,4.264142270373291,0.04121378976275604,0.04121379976275604
2007-02-20,0.002088635950047541,0.009238712271881494,1e-08,923870.2271881495,2.397875269345859,0.5,0.5,0.6384329358128898,0.8292832374810938,-0.03212800546163306,0.0,0.0,0.0,1.0,1.0,4.228195077962027,0.04198790147696502,0.04198791147696502
2007-02-21,-0.019596701238797795,0.010847219514046004,1e-08,1084720.9514046004,2.397881937163363,0.5,0.5,0.6388724711870659,0.8111488787864245,-0.2719680350669025,0.0,0.0,0.0,1.0,1.0,4.283381458747382,0.04080733437775161,0.04080734437775161
2007-02-22,-0.013281860488984156,0.011315434551270464,1e-08,1131542.4551270464,2.3978863823750323,0.5,0.5,0.7216104220737863,0.8026214067185542,-0.0760839779683509,0.0,0.0,0.0,1.0,1.0,4.206472968615124,0.042465822174898304,0.042465832174898306
2007-02-23,0.0019686123586911916,0.011452346354994253,1e-08,1145233.6354994252,2.3978893458494785,0.5,0.5,0.7847244187524791,0.8009169316741661,0.11709778887120686,0.0,0.0,0.0,1.0,1.0,4.212522045116789,0.042331756142084696,0.0423317661420847
2007-02-26,0.007384665799954255,0.01185042438926233,1e-08,1185041.438926233,2.3978913214991096,0.5,0.5,0.7969723111207919,0.8005412535262257,-0.45566755097392847,0.0,0.0,0.0,1.0,1.0,4.40612002532489,0.038349097018029354,0.038349107018029356
2007-02-27,0.001713682811899795,0.00963952303399073,1e-08,963951.303399073,2.3978926385988633,0.5,0.5,0.8345799926801651,0.8037830382075533,0.22902527431524325,0.0,0.0,0.0,1.0,1.0,4.254131189790369,0.041426537226793785,0.041426547226793786
2007-02-28,-0.0011564828238825194,0.009605940571912682,1e-08,960593.0571912682,2.397893516665366,0.5,0.5,0.8607281648713943,0.8092063836041096,0.14030598799813224,0.0,0.0,0.0,1.0,1.0,4.226787007990129,0.04201811252050006,0.042018122520500065
2007-03-01,-0.003011036955892786,0.009282965505213531,1e-08,928295.5505213531,2.3978941020430344,0.5,0.5,0.8278272848813513,0.8109798027733707,-0.15585850872894755,0.0,0.0,0.0,1.0,1.0,4.233174845903166,0.04187879649625565,0.04187880649625565
2007-03-02,-0.014785219903674339,0.009099934157304871,1e-08,909992.4157304871,2.3978944922948133,0.5,0.5,0.8486959989297788,0.8145718214549333,0.04705737214086041,0.0,0.0,0.0,1.0,1.0,4.21489931275015,0.042279115909550524,0.042279125909550526
2007-03-05,-0.007198442083947135,0.008797264156239788,1e-08,879725.4156239787,2.397894752462666,0.5,0.5,0.9068639576347628,0.8233615487101552,-0.05763613590393359,0.0,0.0,0.0,1.0,1.0,4.224630042903193,0.04206526383103234,0.04206527383103234
2007-03-06,-0.00460638770959785,0.008481843901956143,1e-08,848183.3901956143,2.397894925907901,0.5,0.5,0.9470950693228761,0.8351456935304143,0.14896324954814574,0.0,0.0,0.0,1.0,1.0,4.25525188796199,0.04140248098570492,0.04140249098570492
2007-03-07,0.010571222262189116,0.008174250253485359,1e-08,817424.0253485359,2.3978950415380575,0.5,0.5,0.9494624943545176,0.8460330078946147,0.11768053348420648,0.0,0.0,0.0,1.0,1.0,4.257888508133917,0.041346122417209155,0.04134613241720916
2007-03-08,0.0034361828956847107,0.007331185633938909,1e-08,733117.5633938909,2.3978951186248287,0.5,0.5,0.9964804758121342,0.8603613381724736,-0.3157593758357821,0.0,0.0,0.0,1.0,1.0,4.357972247578397,0.03928683079878527,0.03928684079878527
2007-03-09,-0.017630401553627103,0.009006065848355378,1e-08,900605.5848355378,2.3978951700160094,0.5,0.5,0.9470287293739822,0.8686153754297602,0.09470366905169281,0.0,0.0,0.0,1.0,1.0,4.275790161436564,0.04096642319776196,0.04096643319776196
2007-03-12,0.0032408396939478208,0.008584757808456578,1e-08,858474.7808456578,2.3978952042767965,0.5,0.5,0.9333986338413846,0.8747852095642006,-0.07851120602526952,0.0,0.0,0.0,1.0,1.0,4.2788549263544615,0.040901927182868336,0.04090193718286834
2007-03-13,-0.003850822804163096,0.0084283257739609,1e-08,842831.5773960899,2.3978952271173215,0.5,0.5,0.8727080098004167,0.8745873810152688,-0.01615983939668504,0.0,0.0,0.0,1.0,1.0,4.272758577378187,0.041030363887952226,0.04103037388795223
2007-03-14,-0.006769220003059545,0.008441867435535936,1e-08,844185.7435535935,2.397895242344338,0.5,0.5,0.8877597718508076,0.8758418944281773,-0.1493904258152277,0.0,0.0,0.0,1.0,1.0,4.29610045843722,0.04054175007957242,0.04054176007957242
2007-03-15,0.006116762888408659,0.009040198115440582,1e-08,904018.8115440581,2.3978952524956823,0.5,0.5,0.9210846787362996,0.8801507310289508,0.31849144524297734,0.0,0.0,0.0,1.0,1.0,4.379520199005826,0.03886302896489018,0.038863038964890184
2007-03-16,0.010309995224959501,0.008933207396413827,1e-08,893319.7396413827,2.397895259263245,0.5,0.5,0.9119569840842315,0.8831798979865966,0.17178364210953714,0.0,0.0,0.0,1.0,1.0,4.310691072947798,0.04024061394823945,0.04024062394823945
2007-03-19,0.009312801191162045,0.009110052893982895,1e-08,911004.2893982895,2.397895263774954,0.5,0.5,0.792029441947029,0.8744989021733044,-0.16707100575975145,0.0,0.0,0.0,1.0,1.0,4.30039361517986,0.040452803545510924,0.040452813545510925
2007-03-20,-0.008392175232226335,0.00944213307941289,1e-08,944212.3079412889,2.3978952667827595,0.5,0.5,0.7799245437080238,0.8654918204147063,-0.27212790410175935,0.0,0.0,0.0,1.0,1.0,4.33751111199341,0.03969550120916037,0.03969551120916037
2007-03-21,-0.0030921237585123025,0.008812024430212452,1e-08,881201.4430212452,2.3978952687879636,0.5,0.5,0.9088332210970187,0.8696195728606408,-0.10462529017815483,0.0,0.0,0.0,1.0,1.0,4.278470854222806,0.04090999959000629,0.04091000959000629
2007-03-22,0.003312634314035669,0.008805615683660872,1e-08,880560.5683660872,2.397895270124766,0.5,0.5,0.8816320850639525,0.8707636216419087,0.04905563903074089,0.0,0.0,0.0,1.0,1.0,4.271076321033488,0.04106590753304788,0.041065917533047884
2007-03-23,0.009755451271223445,0.007054932083795561,0.009047403562338699,-0.22022577691097228,1.6649421483048088,0.5,0.5,0.8669284813676361,0.8703983701872161,0.0318441459270428,0.0,0.0,0.0,1.0,1.0,3.536449736951353,0.09880204701452858,0.09880205701452856
2007-03-26,-0.004791742378452805,0.0073484292255435535,0.009053923761886259,-0.18837076401308128,1.1674891865933108,0.6798609751038897,0.5087737061026287,0.9206720537311216,0.8751863400485405,0.17909922057511038,0.0187866350796676,2.074969352962625,0.20423544267138105,1.0026308039165317,1.0026308039165317,3.0748594657157193,0.1688143511596867,0.1149952743771637
2007-03-27,-0.0018565897666382061,0.007222374308867564,0.009053840779744585,-0.20228613639577264,0.8397344104054136,0.6787693381679051,0.5170661759594715,0.9180672716219686,0.8792702382936288,0.09453722764006117,0.0187866350796676,2.0749883708816306,0.3713382929900787,1.005061551477355,1.005061551477355,2.727990637021557,0.2405254271517552,0.13345730644797138
2007-03-28,-0.011063349740060378,0.007860861455550481,0.009067948278456042,-0.13311575957853677,0.6014799894974844,0.6385707220990916,0.5229932269906724,0.9148418948468996,0.8826580151082261,0.14631929570122615,0.0187866350796676,2.0717602025476354,0.5078678312049977,1.0067571021134565,1.0067571021134565,2.505815230733015,0.30274084710316757,0.1475781232652355
2007-03-29,-0.011962066240806793,0.00858864654923564,0.00886906295705172,-0.031617365799971354,0.4113626025762119,0.5779655114626698,0.5256748018429649,0.8534602216942415,0.8798772728783227,0.018429707922556802,0.0187866350796676,2.118218574888429,0.6223031108348419,1.0076022621411416,1.0076022621411416,2.29172629057267,0.3679243324197333,0.16563917114908028
2007-03-30,0.0081252582239422,0.008296119924637699,0.008973803076098451,-0.07551794325259352,0.29850918612561034,0.6008221631234049,0.5293405267834741,0.9929290068765011,0.8906441046876731,-0.29649613844637124,0.0187866350796676,2.093495253395168,0.7144846546117127,1.0084349530169685,1.0084349530169685,2.277871344005471,0.38824684474378207,0.1580593293155769
2007-04-02,0.013562400285708072,0.008968390424093309,0.009204127914236375,-0.025612148412066542,0.20743600818030256,0.6323096081842136,0.5343634088030224,0.9248522043670888,0.8939020189428555,-0.05748031158592797,0.0187866350796676,2.041107516501858,0.7868004926296621,1.009789392397598,1.009789392397598,2.1048600967103934,0.4397974391466541,0.1732731104570862
2007-04-03,-0.0007201012158032072,0.008549957104400012,0.008904400519497804,-0.03980542141176984,0.15130187240436552,0.6016064252451552,0.537643555946541,0.9008726700634362,0.8945658904781489,0.15992692558081134,0.0187866350796676,2.10981232710811,0.8500299265859046,1.0107038430296758,1.0107038430296758,2.071718676646479,0.456813046721842,0.16902199127012782
2007-04-04,0.010035328978920172,0.008996886643473952,0.008954294986984789,0.0047565616892307925,0.10244967660104498,0.6060145333103205,0.5409787255740425,0.9319307083081638,0.898124444557198,-0.025091644232489742,0.0187866350796676,2.098056198328541,0.9010744639387539,1.0115355294581634,1.0115355294581634,2.0013128439753927,0.482225537851569,0.17199450899304178
2007-04-05,0.003616360250476382,0.00900442145618781,0.008980223087835932,0.002694628865585282,0.06919678602136121,0.6258432895395858,0.5451184604016299,0.8525769920285403,0.8937865919354211,0.050290173265584354,0.0187866350796676,2.0919986035902354,0.9424823212416784,1.012857440437033,1.012857440437033,1.9655582434679657,0.497004065767819,0.17086919437893985
2007-04-06,-0.006451197546051193,0.00880372806916229,0.008941885058144515,-0.015450544050148288,0.0512419906040081,0.6143971034054018,0.5484979064018138,0.8194682650906651,0.8867086560454444,-0.09139509373157627,0.0187866350796676,2.100967966802097,0.9768881373991106,1.0140950956765578,1.0140950956765578,1.9464636515908254,0.5050599412431798,0.16758530382751508
2007-04-09,0.0036139560550842264,0.00871216422001189,0.008969040469484378,-0.028640326726862793,0.04357394674971552,0.6160353730893027,0.5517924169719353,0.8300811150475722,0.8813155569027898,-0.22689252955679326,0.0187866350796676,2.0946069089014308,1.0046650014425107,1.015276046726365,1.015276046726365,1.9771693980608118,0.49831759273381837,0.1581632490850936
2007-04-10,0.015380365664659668,0.009790736617966903,0.00924410292901731,0.059133232629172236,0.04819958735114588,0.6497162510162786,0.5565691893643422,0.8414861730427249,0.8775222822494503,-0.028412200853933235,0.0187866350796676,2.0322810013166617,1.0236922997293731,1.016856610039543,1.016856610039543,1.9267832734839265,0.5108609646767216,0.1605247863182225
2007-04-11,-0.0003582603910995289,0.00867512285902195,0.009229316475157533,-0.06004709207093517,0.051570836107151644,0.6446416271294111,0.560865405840687,0.8490252549989049,0.8748082796541602,0.016533730686653664,0.0187866350796676,2.035536951719647,1.0394552140885271,1.018268957061532,1.018268957061532,1.9266576047868211,0.5103306527706573,0.1569655755191926
2007-04-12,0.015646436558140204,0.007530895482334043,0.009220387472946484,-0.1832343809378484,0.09046445393145396,0.6622221189873534,0.5658096357502804,0.9058661637658278,0.8777661733790809,-0.11935874950888797,0.01815876037251841,1.9694118855285716,1.0483477051389476,1.0195972580350845,1.0195972580350845,1.983005939549533,0.48890824087970786,0.1447008585422323
2007-04-13,-0.026197451040897664,0.01265616080232021,0.009549022121992328,0.3253881539526271,0.15421142359334072,0.6622433784964205,0.5705137207622872,0.8130082087609111,0.8715987481773505,-0.005674936895839062,0.021141517944440857,2.213995897631335,1.0700144843697887,1.0213459841656978,1.0213459841656978,2.0265440204523992,0.46729519474864234,0.13044864753675173
2007-04-16,0.008219025043752314,0.012258437818532697,0.009613799007135234,0.2750877992596524,0.18381262853020472,0.6441377168411332,0.5741051352051577,0.7835702130059692,0.8632150781610285,-0.1787503005326033,0.021141517944440857,2.1990782143425065,1.0868959799918332,1.0229301991425546,1.0229301991425546,2.0797811361484295,0.4495257109078352,0.11946495569883074
2007-04-17,0.0008704706823818582,0.012225482477190974,0.009545913996363786,0.2807031869182861,0.20501151630875306,0.6327524739601581,0.5769659809980845,0.7582177146085015,0.853215329251264,0.18681657547458327,0.021141517944440857,2.2147167683813573,1.1015947576082885,1.0244311371433428,1.0244311371433428,2.0939807119250777,0.44271656831748823,0.11406120532241625
2007-04-18,-0.002990073504658718,0.012018168299188389,0.009533099818983587,0.2606779040807062,0.21389087600405787,0.640733067900737,0.5800765706030919,0.7634604994668005,0.8446672502241722,-0.08367391077842533,0.021141517944440857,2.2176937374980277,1.1137893239249588,1.0259661252441357,1.0259661252441357,2.0657504195027694,0.44794635986428183,0.11437085787345382
2007-04-19,0.0009176077653550244,0.011986515149443908,0.009479379108686022,0.2644831493721546,0.22081507104187392,0.6299251903839727,0.5825082105924032,0.7510319091589376,0.8357495986941499,0.2384932490142248,0.021141517944440857,2.2302616447159824,1.1244754720313126,1.0273432474791444,1.0273432474791444,2.1149998219774084,0.4352842492035553,0.107298779284819
2007-04-20,-0.01987568914600879,0.013547115362864013,0.009642214173107705,0.4049797193519246,0.260551003380104,0.6321567638730223,0.5849300912402383,0.7892856426709493,0.8313244600252736,0.27244663448427486,0.021889947141901418,2.270217612545535,1.1354538463663453,1.0284465214480876,1.0284465214480876,2.168620417410728,0.41688856039304667,0.0980753322245896
2007-04-23,-0.0021967188783751303,0.013476563735920027,0.009418908639673096,0.4307988591327669,0.29311164593314637,0.6592825929337663,0.5885570425423616,0.8217878665652971,0.8304162130290854,-0.05329215017885156,0.021889947141901418,2.324040368041777,1.1474042418154387,1.0297256794182947,1.0297256794182947,2.1264573037632637,0.42103998387539887,0.09805958762743533
2007-04-24,0.0035711257151174575,0.012345997685585874,0.009439540946294438,0.3079023393009791,0.28488262599027053,0.6517965933386811,0.5916418986787675,0.8052463069185996,0.828019079113801,-0.2149577737050418,0.021889947141901418,2.3189606440436097,1.1569037751021192,1.0309369062369809,1.0309369062369809,2.1605511938707145,0.4147435333940895,0.09422246679941187
2007-04-25,0.014778940447415127,0.013478308658816251,0.009661639531907698,0.395033277147626,0.30089450718515526,0.6277121367223139,0.5934014224857698,0.751628150658314,0.8207437525942308,-0.3850486437523898,0.021889947141901418,2.2656531961348465,1.1617321437728203,1.0320745152948818,1.0320745152948818,2.274881587016246,0.38845233293724807,0.08341461608633885
2007-04-26,-0.005182702182736429,0.012217559112051288,0.00952128997904404,0.2831831756980012,0.2837109537355181,0.6203703154211753,0.5947169782387164,0.7487874482405227,0.813890771227211,-0.267299050069081,0.021889947141901418,2.299050254700537,1.1675325949857087,1.0330455586651006,1.0330455586651006,2.1714393200721416,0.41255589494692596,0.09192153987070888
2007-04-27,-0.008084936028931735,0.009377347807334633,0.009548822565587827,-0.017957686099557155,0.19507341967265382,0.6229618414852708,0.5960947764458654,0.7351381184109513,0.8063905185780434,-0.24137601914628432,0.021889947141901418,2.2924212977394345,1.1719127142344181,1.0341028431572075,1.0341028431572075,2.06178082912956,0.45196762158336085,0.10698325930017882
2007-04-30,-0.005017570435845349,0.008851322439237601,0.009559488220807811,-0.07407988432150264,0.15387040428451015,0.6304631267899127,0.5977712813406969,0.7579584946834038,0.8017779448737921,0.29585384360935385,0.021889947141901418,2.28986361378826,1.1753551496722334,1.0350585957238798,1.0350585957238798,2.0462725658269427,0.46250079109662595,0.11075203316202889
2007-05-01,0.009154021177020783,0.009543708413062776,0.009547528813308774,-0.00040014545341536154,0.10271362466186465,0.6035451035507454,0.5980529312046017,0.7405287309041593,0.7959446864004937,0.05885132410611443,0.021889947141901418,2.2927319354164832,1.1783301398614283,1.035617163541965,1.035617163541965,1.9023319293694225,0.5085930822642549,0.12954774189816917
2007-05-02,0.0032875110965969417,0.00964023717222374,0.009544023058455389,0.010081085636430002,0.07181928658758392,0.6043019611767699,0.5983577619349513,0.7364609541695888,0.7902795690451694,0.0984194658522708,0.021889947141901418,2.293574111471498,1.180810720102969,1.0361736581635907,1.0361736581635907,1.872146837781941,0.5222524215149125,0.1349598753919544
2007-05-03,-0.005297602037670452,0.0097126316240028,0.009537764463173198,0.01833418737742909,0.053935571932923865,0.6035146252179877,0.5986093162414409,0.7382710513457406,0.7853263768833191,-0.41004233031291104,0.021889947141901418,2.2950791326028774,1.1829233498352556,1.036656918600775,1.036656918600775,2.013589055288848,0.48733963918580886,0.11979648770226294
2007-05-04,0.005132674331133463,0.007394587988140765,0.009562284493769758,-0.22669232514901033,0.10406417480028539,0.5913921303414612,0.5982572583926613,0.7364173262435485,0.7806683720604838,-0.1899029445049262,0.021889947141901418,2.2891939958723975,1.1843268405390768,1.036892191230641,1.036892191230641,1.9221534392656285,0.5028585771414978,0.12606545638315217
2007-05-07,0.0009707754934804481,0.0073090980549921965,0.009536983819331143,-0.23360485941300413,0.13935633754420546,0.5819334709222408,0.597460976077031,0.6963750415327743,0.7726404358197495,0.2155347384869294,0.021889947141901418,2.2952669946719775,1.1858105413358189,1.0372191432517706,1.0372191432517706,1.960181997957191,0.4867847071811824,0.11908792407718674
2007-05-08,0.009686449905328822,0.007759289440572307,0.009304830650922793,-0.1661009499616427,0.14412611242691742,0.6020662197499295,0.5976856221098552,0.6919376043625314,0.7649544518714431,0.10573174115547747,0.021889947141901418,2.3525332633966727,1.1901570352915174,1.037905580896443,1.037905580896443,1.9207809033878445,0.49669969348029186,0.12248615909831889
2007-05-09,-0.00702053093877348,0.006748747600759852,0.009341734496598907,-0.2775701767999398,0.17773739978553468,0.6105670551636424,0.5983139846978448,0.6470351680306601,0.7537240438866066,0.015184375350709456,0.021889947141901418,2.3432397610393854,1.1932085425456163,1.0390326934041925,1.0390326934041925,1.9317522202022144,0.48824347614693997,0.11847258511407281
2007-05-10,-0.003276621465977863,0.0066192236016117765,0.009257901023462288,-0.28501897084050853,0.2020827603697609,0.6029601824559477,0.5985406284909229,0.836439850027624,0.7616017397095607,0.14138912272907803,0.021889947141901418,2.3644585788765746,1.196855544327031,1.0385016572183146,1.0385016572183146,1.9844562158812642,0.470201887998673,0.1105355154832635
2007-05-11,-0.003921081531321344,0.006173329192798644,0.009195006600874392,-0.32862155942208937,0.22943583467663256,0.6218380521375836,0.599677088181004,0.9982075812116399,0.7841356293764253,0.33857724892142893,0.021889947141901418,2.380631606452979,1.2007113649679666,1.0371488031608271,1.0371488031608271,2.132480500041966,0.42991828965325557,0.09413280570025481
2007-05-14,-0.014635149481321167,0.007672931897903113,0.009251347202127183,-0.1706146434392973,0.20546687216501394,0.623300130889182,0.6008294317277443,0.9764172545888589,0.8024481651109429,-0.01998983467177581,0.021889947141901418,2.366133602199277,1.203084714366923,1.0361011177444583,1.0361011177444583,2.0085509765499214,0.46344792786926353,0.10687813519456892
2007-05-15,0.002961202770645787,0.007021164270597501,0.00925666234879098,-0.24150152549157838,0.20908509968137048,0.6219639081651379,0.601860381797861,0.9771296797397908,0.8190844998374998,0.025060045067125895,0.021889947141901418,2.364774977128847,1.204953146169185,1.035114573895335,1.035114573895335,2.028828734167551,0.457756370154109,0.10434664266375283
2007-05-16,0.002610552721798659,0.006976088080466042,0.008930309737728615,-0.21883022142069855,0.20535392107686823,0.6011308880960952,0.6018247967392383,0.9932881005665071,0.835675318954548,0.04405623380776715,0.021234513913511183,2.3777999598155577,1.2071843192484335,1.0337508211452022,1.0337508211452022,2.043042745480549,0.45484581268039176,0.10287448912303254
